Rainfall_mm,Temperature_C,Humidity_%,Soil_Type,Crop_Type,Fertilizer_Used,Irrigation_Status,Region,Crop_Yield_tons_per_hectare
1061.85,29.55,60.28,Peaty,Soybean,Urea,Yes,South,3.009
1100.95,26.64,70.28,Silty,Maize,NPK,Yes,East,6.951
541.59,27.78,48.89,Peaty,Cotton,Compost,Yes,North,1.947
904.26,33.88,54.2,Peaty,Rice,Compost,No,South,3.292
954.14,28.25,65.77,Peaty,Rice,DAP,No,East,5.065
1347.85,29.85,57.89,Clay,Soybean,NPK,No,South,2.545
883.0,27.09,40.37,Peaty,Cotton,NPK,No,Central,2.235
639.01,31.05,54.85,Sandy,Sugarcane,Urea,Yes,Central,73.175
1013.89,16.34,52.22,Sandy,Cotton,Compost,No,South,1.41
982.33,23.13,62.85,Loamy,Sugarcane,Urea,No,South,76.019
742.47,25.07,62.47,Clay,Cotton,NPK,No,Central,2.471
977.22,24.6,64.5,Loamy,Cotton,Compost,Yes,South,2.729
428.13,23.04,54.31,Sandy,Wheat,NPK,No,North,2.761
484.74,26.59,44.41,Sandy,Rice,DAP,No,North,3.926
898.8,26.32,54.32,Silty,Cotton,Urea,Yes,West,2.92
580.6,26.59,56.35,Peaty,Soybean,Urea,Yes,North,3.688
794.96,28.0,56.47,Sandy,Cotton,DAP,No,South,2.036
878.97,29.49,45.23,Loamy,Maize,Urea,No,South,7.152
919.87,23.12,65.53,Loamy,Rice,Compost,Yes,East,5.484
684.66,24.39,41.99,Peaty,Maize,Urea,Yes,North,6.504
615.87,31.61,54.92,Peaty,Rice,Compost,Yes,Central,4.719
706.62,22.29,55.79,Silty,Maize,DAP,Yes,Central,7.675
550.62,22.96,60.47,Clay,Cotton,Compost,No,West,1.824
1331.19,23.14,64.74,Loamy,Cotton,NPK,Yes,East,1.656
794.38,26.0,39.66,Peaty,Wheat,Compost,Yes,Central,2.967
738.44,31.99,55.92,Loamy,Soybean,None,No,West,2.546
654.67,29.62,55.75,Peaty,Maize,Urea,Yes,North,5.935
940.81,22.64,67.41,Sandy,Sugarcane,DAP,No,East,77.341
1228.19,27.075,60.34,Loamy,Wheat,DAP,Yes,East,2.886
889.85,23.52,63.42,Sandy,Maize,DAP,No,South,5.694
815.92,18.89,63.49,Loamy,Maize,NPK,No,North,7.644
951.28,36.12,53.17,Clay,Wheat,Compost,Yes,East,2.692
757.32,22.82,57.68,Silty,Cotton,Compost,No,West,2.297
725.02,26.45,42.72,Sandy,Maize,DAP,No,Central,5.441
590.15,26.33,56.32,Peaty,Cotton,None,No,North,1.859
299.5,29.91,47.77,Clay,Wheat,None,Yes,North,2.274
852.52,17.82,60.05,Loamy,Cotton,DAP,Yes,East,2.799
1226.49,25.5,61.35,Sandy,Rice,Urea,Yes,East,3.486
806.68,25.17,64.81,Loamy,Sugarcane,NPK,Yes,East,95.195
783.8,34.07,57.27,Loamy,Maize,None,Yes,West,5.857
1290.0,24.28,60.34,Loamy,Soybean,DAP,Yes,South,2.647
1082.95,25.4,55.52,Silty,Sugarcane,DAP,No,East,70.614
1219.01,30.8,72.41,Silty,Cotton,None,Yes,South,1.58
1003.82,29.56,56.15,Peaty,Maize,NPK,No,South,5.743
589.43,23.38,53.55,Sandy,Cotton,DAP,No,North,1.818
756.2,29.14,51.82,Clay,Rice,Compost,Yes,Central,4.937
673.39,23.31,35.77,Clay,Wheat,None,Yes,Central,2.58
618.78,31.02,47.15,Clay,Maize,NPK,No,West,5.784
571.23,26.2,52.18,Loamy,Rice,NPK,Yes,West,7.193
763.48,27.005000000000003,72.42,Silty,Rice,NPK,Yes,Central,5.954
1030.06,16.28,54.41,Sandy,Maize,Urea,No,Central,4.387
763.67,25.12,57.94,Loamy,Cotton,NPK,Yes,North,3.036
580.73,23.08,70.24,Silty,Soybean,DAP,No,North,3.416
792.13,25.8,65.45,Silty,Rice,None,No,Central,3.974
987.19,26.75,50.05,Sandy,Sugarcane,DAP,Yes,East,69.317
1213.22,17.43,62.15,Sandy,Rice,NPK,No,East,3.464
305.16,23.35,48.16,Sandy,Soybean,DAP,Yes,North,2.858
1189.59,26.35,73.97,Loamy,Cotton,Compost,No,South,1.98
618.21,27.5,42.74,Peaty,Cotton,Urea,No,Central,1.998
592.39,30.99,58.04,Sandy,Sugarcane,NPK,Yes,West,73.789
816.59,31.85,61.96,Peaty,Rice,NPK,Yes,East,6.222
923.21,25.81,56.03,Loamy,Cotton,NPK,No,South,2.642
897.87,26.26,75.11,Peaty,Soybean,Compost,Yes,East,3.078
1074.52,24.6,54.2,Clay,Maize,Urea,No,South,5.572
801.27,30.28,58.94,Peaty,Wheat,None,Yes,Central,2.431
595.95,25.08,53.51,Sandy,Wheat,NPK,Yes,Central,3.532
700.96,22.17,54.38,Loamy,Wheat,NPK,Yes,Central,4.088
453.7,18.69,58.32,Sandy,Rice,NPK,No,North,4.199
758.15,22.26,44.42,Clay,Sugarcane,NPK,No,South,67.553
608.07,25.67,53.43,Sandy,Cotton,DAP,Yes,West,2.294
523.89,31.9,66.23,Sandy,Maize,NPK,No,West,4.775
875.24,27.23,63.89,Sandy,Soybean,Compost,No,Central,2.538
575.25,27.57,46.22,Silty,Maize,NPK,Yes,West,6.771
1086.36,27.02,55.33,Clay,Soybean,NPK,Yes,East,3.311
987.59,33.4,63.89,Sandy,Rice,Urea,Yes,South,4.044
622.03,29.54,48.53,Sandy,Wheat,DAP,Yes,South,3.165
1007.02,26.93,59.0,Sandy,Rice,Urea,Yes,South,4.506
743.97,24.01,48.93,Loamy,Sugarcane,Urea,No,East,87.106
424.92,20.7,65.09,Unknown,Sugarcane,Compost,No,North,60.108
1100.1,35.26,64.77,Unknown,Soybean,NPK,Yes,East,3.093
918.73,31.02,58.8,Silty,Cotton,Urea,Yes,South,2.348
848.93,26.03,43.92,Sandy,Cotton,Compost,Yes,South,2.121
632.55,35.97,46.05,Clay,Soybean,None,No,South,1.746
794.7,26.96,55.41,Peaty,Sugarcane,NPK,Yes,West,78.841
615.11,22.92,51.82,Peaty,Sugarcane,Compost,No,North,55.703
871.53,33.11,70.72,Sandy,Sugarcane,NPK,Yes,East,67.738
755.77,20.6,56.11,Loamy,Rice,Compost,No,South,5.251
854.03,25.0,65.39,Clay,Sugarcane,Urea,Yes,Central,81.753
595.06,21.0,53.34,Silty,Maize,Urea,Yes,North,7.161
495.96,23.0,56.81,Sandy,Wheat,Urea,Yes,Central,3.282
440.44,28.0,35.47,Clay,Sugarcane,DAP,Yes,North,62.877
1193.59,28.69,53.82,Clay,Soybean,None,No,South,1.222
700.34,21.49,61.4,Silty,Wheat,NPK,Yes,North,4.289
550.09,36.05,62.97,Clay,Rice,DAP,Yes,North,4.945
903.36,16.55,44.42,Loamy,Soybean,Compost,No,South,2.749
373.69,27.65,47.57,Loamy,Wheat,DAP,Yes,Central,4.176
895.99,27.78,45.92,Loamy,Soybean,NPK,Yes,Central,3.946
582.29,28.32,46.33,Clay,Rice,NPK,No,West,4.865
578.7,31.4,36.37,Loamy,Maize,Urea,No,Central,6.073
812.5,11.75,55.3,Silty,Rice,Urea,Yes,Central,4.774
455.51,23.13,47.63,Clay,Rice,Compost,No,North,4.126
376.56,27.76,45.96,Peaty,Soybean,Compost,No,West,2.417
961.47,35.52,56.89,Clay,Cotton,DAP,Yes,South,1.914
672.68,24.09,58.53,Silty,Sugarcane,Compost,No,South,73.677
991.18,26.04,73.54,Peaty,Sugarcane,Compost,No,East,67.447
697.64,30.63,44.28,Unknown,Maize,DAP,No,West,5.018
508.32,20.95,43.44,Loamy,Maize,DAP,No,North,5.997
958.99,27.11,60.22,Sandy,Sugarcane,DAP,Yes,East,71.576
1232.64,26.47,62.51,Sandy,Cotton,NPK,Yes,East,1.717
1134.79,23.95,60.16,Loamy,Sugarcane,None,Yes,South,64.221
562.37,29.52,40.75,Sandy,Cotton,NPK,Yes,Central,2.258
460.79,37.78,45.57,Sandy,Maize,NPK,Yes,North,4.254
569.02,27.87,47.81,Loamy,Wheat,Compost,No,West,3.158
995.28,15.83,61.66,Loamy,Soybean,NPK,Yes,East,3.737
537.7,22.64,43.49,Clay,Maize,None,Yes,North,5.026
1157.56,34.4,70.29,Clay,Maize,Urea,No,South,4.06
972.17,25.8,49.33,Loamy,Rice,Compost,No,East,5.347
845.46,21.14,69.34,Silty,Rice,NPK,No,East,6.208
811.8,30.77,49.69,Sandy,Rice,NPK,Yes,South,5.276
956.01,23.81,70.66,Clay,Soybean,DAP,No,South,3.238
861.43,27.18,51.23,Sandy,Rice,Compost,No,South,4.409
597.04,21.34,58.59,Peaty,Cotton,NPK,Yes,North,2.613
513.37,24.91,47.35,Loamy,Sugarcane,Compost,Yes,North,79.926
658.72,26.85,53.82,Silty,Wheat,NPK,No,North,3.99
686.76,26.5,58.55,Peaty,Maize,DAP,Yes,Central,7.121
817.54,28.87,53.68,Peaty,Cotton,None,Yes,East,1.762
497.97,28.01,34.73,Peaty,Wheat,Compost,Yes,North,2.722
1031.71,21.91,55.55,Loamy,Cotton,Compost,Yes,Central,2.414
1185.43,35.43,59.66,Clay,Cotton,Urea,Yes,East,1.688
375.75,26.22,61.34,Loamy,Maize,Urea,Yes,North,6.989
1166.76,20.25,62.96,Clay,Sugarcane,Compost,Yes,South,58.032
670.57,15.89,54.78,Peaty,Rice,DAP,Yes,West,3.94
476.74,27.38,48.61,Peaty,Soybean,Compost,No,North,2.862
607.76,22.37,53.9,Silty,Sugarcane,Urea,No,West,81.051
558.52,29.86,41.27,Clay,Soybean,NPK,Yes,North,3.541
1062.61,27.24,55.76,Peaty,Maize,NPK,No,South,6.1
678.5,45.0,58.87,Sandy,Maize,Urea,Yes,West,3.792
750.01,20.7,53.21,Silty,Maize,Compost,Yes,Central,7.353
1081.7,32.29,60.82,Loamy,Wheat,NPK,No,South,3.757
590.14,21.55,51.64,Silty,Soybean,Compost,Yes,West,3.505
695.36,31.15,59.41,Sandy,Sugarcane,DAP,Yes,West,74.154
904.26,34.12,54.19,Clay,Sugarcane,NPK,Yes,South,72.897
920.21,25.28,59.2,Loamy,Cotton,Urea,No,South,2.472
974.85,23.35,42.27,Loamy,Cotton,DAP,Yes,South,2.484
896.32,26.22,45.03,Clay,Cotton,Urea,Yes,East,2.224
847.0,23.28,54.95,Silty,Maize,Compost,No,Central,6.227
466.92,35.05,40.5,Peaty,Sugarcane,Urea,Yes,North,57.87
718.2,26.01,62.23,Silty,Soybean,None,Yes,West,2.976
581.56,29.2,43.09,Sandy,Maize,DAP,Yes,North,5.821
797.01,29.34,54.92,Peaty,Wheat,Urea,Yes,South,3.62
943.37,31.46,65.29,Silty,Cotton,Compost,Yes,Central,2.173
957.48,24.74,63.1,Clay,Maize,DAP,No,Central,6.047
861.87,30.84,52.88,Sandy,Maize,Compost,No,East,4.983
1019.89,33.51,57.28,Sandy,Wheat,DAP,Yes,South,2.775
631.62,26.22,56.43,Sandy,Rice,Urea,Yes,West,5.237
898.93,20.34,60.05,Peaty,Sugarcane,DAP,Yes,East,78.796
955.28,33.84,71.08,Loamy,Soybean,DAP,Yes,South,3.223
1125.07,27.87,68.94,Peaty,Rice,Urea,Yes,East,4.437
574.16,27.02,56.97,Silty,Cotton,NPK,Yes,North,2.923
845.48,30.38,59.65,Loamy,Maize,Compost,Yes,South,6.785
849.41,34.15,57.96,Silty,Wheat,Compost,Yes,West,2.945
854.81,25.89,54.13,Loamy,Wheat,Compost,Yes,West,4.0
797.57,33.28,59.94,Peaty,Sugarcane,Compost,Yes,South,54.05
1013.63,27.36,58.38,Sandy,Rice,None,Yes,East,2.323
463.16,30.12,54.83,Clay,Sugarcane,Urea,Yes,Central,76.126
1025.3,23.97,66.28,Sandy,Maize,Urea,No,South,4.689
849.13,25.73,60.74,Peaty,Sugarcane,Urea,Yes,West,74.988
608.43,32.42,47.19,Loamy,Soybean,Urea,Yes,North,3.585
494.69,17.18,49.19,Sandy,Wheat,Urea,Yes,West,2.828
942.29,30.5,67.52,Peaty,Wheat,NPK,Yes,Central,3.359
954.56,28.9,45.44,Silty,Cotton,Compost,No,West,2.373
635.22,35.31,54.22,Clay,Cotton,None,No,Central,1.412
966.82,32.03,65.39,Sandy,Maize,Urea,Yes,South,6.435
772.5,27.88,58.93,Loamy,Soybean,DAP,No,West,3.585
1118.11,20.64,78.92,Silty,Rice,None,Yes,East,3.694
1007.23,24.1,47.25,Peaty,Sugarcane,NPK,Yes,East,74.652
919.68,25.87,48.92,Clay,Maize,Compost,Yes,West,6.025
415.21,34.46,49.76,Loamy,Cotton,Compost,No,West,1.942
317.13,31.0,51.495000000000005,Peaty,Sugarcane,NPK,Yes,North,56.889
647.65,23.02,53.41,Peaty,Cotton,Compost,No,West,2.231
811.53,29.01,66.77,Sandy,Sugarcane,Urea,Yes,North,59.619
723.95,24.71,49.86,Sandy,Rice,NPK,Yes,North,5.022
326.0,23.77,44.34,Loamy,Maize,Compost,No,North,5.139
976.52,30.14,65.63,Peaty,Sugarcane,Urea,No,North,66.435
983.15,26.28,56.83,Sandy,Soybean,Compost,No,South,2.368
827.17,21.18,60.05,Clay,Wheat,DAP,No,East,3.325
536.18,31.13,56.28,Clay,Soybean,NPK,Yes,North,3.479
1145.07,27.76,59.57,Peaty,Soybean,Urea,Yes,East,2.559
737.87,25.17,57.15,Sandy,Wheat,NPK,Yes,North,3.858
990.1,34.46,55.98,Loamy,Soybean,Compost,Yes,East,3.117
728.32,32.32,47.43,Loamy,Sugarcane,DAP,No,West,80.435
631.28,27.61,49.5,Loamy,Sugarcane,Urea,No,West,87.661
990.12,18.44,58.37,Clay,Sugarcane,NPK,No,East,72.608
658.72,32.55,54.07,Sandy,Wheat,None,Yes,North,2.344
1116.11,24.58,61.45,Unknown,Soybean,DAP,No,South,2.108
829.38,26.21,42.55,Clay,Wheat,Urea,No,East,3.627
665.08,25.49,61.23,Loamy,Sugarcane,Compost,Yes,Central,95.886
809.71,20.52,42.58,Loamy,Soybean,NPK,Yes,South,3.659
548.8,29.26,52.49,Peaty,Soybean,Urea,No,Central,2.952
841.14,27.075,50.9,Silty,Cotton,Compost,Yes,East,2.516
553.74,29.0,52.24,Sandy,Cotton,Compost,No,North,1.539
539.12,22.32,48.99,Sandy,Rice,DAP,Yes,Central,5.329
834.03,24.73,59.46,Sandy,Maize,Compost,Yes,East,5.666
873.1,28.83,61.63,Silty,Cotton,Urea,Yes,South,2.387
403.08,27.62,56.36,Peaty,Wheat,NPK,Yes,North,3.242
776.29,30.11,61.71,Silty,Cotton,Compost,Yes,Central,2.519
928.13,30.49,60.05,Loamy,Rice,Compost,Yes,East,5.24
370.82,33.66,54.96,Loamy,Soybean,DAP,No,North,2.622
898.86,27.0,53.91,Unknown,Rice,DAP,No,North,4.591
330.09,33.03,60.05,Clay,Soybean,NPK,Yes,West,2.863
678.45,25.39,48.81,Sandy,Soybean,Compost,Yes,North,2.717
1051.92,30.89,57.28,Clay,Maize,Compost,Yes,East,4.949
827.29,32.62,42.01,Silty,Cotton,Compost,No,South,2.044
513.84,32.6,44.93,Loamy,Wheat,DAP,Yes,West,4.015
1259.26,19.71,63.05,Clay,Wheat,DAP,Yes,East,2.149
1318.58,11.28,64.19,Unknown,Sugarcane,Urea,Yes,East,33.828
956.08,29.78,72.58,Loamy,Soybean,Urea,No,East,2.914
634.26,27.01,57.37,Clay,Wheat,NPK,Yes,Central,4.039
869.31,28.4,64.9,Sandy,Maize,Urea,No,Central,5.398
863.1,27.46,57.26,Sandy,Soybean,Urea,No,South,2.498
1087.52,25.3,56.14,Sandy,Maize,NPK,Yes,East,5.459
783.7,29.86,73.11,Silty,Wheat,Urea,Yes,Central,3.973
705.6,28.69,53.3,Sandy,Wheat,Compost,Yes,Central,3.38
724.76,26.48,59.65,Peaty,Sugarcane,DAP,Yes,Central,76.337
955.44,27.14,51.53,Loamy,Wheat,Urea,Yes,South,3.986
736.71,30.08,45.37,Silty,Soybean,DAP,Yes,South,3.68
898.04,24.03,69.93,Sandy,Soybean,Urea,No,East,3.121
683.86,21.44,57.14,Loamy,Soybean,NPK,Yes,West,4.334
931.86,21.36,56.86,Clay,Sugarcane,Compost,Yes,East,80.659
1116.6,24.46,60.82,Sandy,Sugarcane,Urea,Yes,Central,51.5
719.89,27.005000000000003,46.12,Loamy,Wheat,Urea,Yes,Central,3.67
289.27,27.66,41.3,Peaty,Rice,DAP,Yes,North,4.232
577.91,23.6,54.96,Clay,Rice,Urea,Yes,East,5.479
823.16,28.01,56.83,Peaty,Sugarcane,DAP,Yes,Central,71.491
721.19,21.78,60.45,Loamy,Wheat,Compost,No,Central,4.053
866.1,26.07,35.4,Peaty,Rice,NPK,Yes,West,5.357
453.4,24.95,50.46,Loamy,Wheat,DAP,No,North,3.67
981.91,20.38,65.88,Loamy,Wheat,NPK,Yes,East,3.769
941.88,32.47,41.19,Peaty,Wheat,NPK,No,South,3.169
976.74,25.12,51.26,Loamy,Cotton,Urea,Yes,East,2.517
964.34,26.81,47.72,Sandy,Soybean,NPK,No,East,2.642
758.84,30.48,65.55,Loamy,Wheat,NPK,Yes,West,4.087
874.93,28.76,58.08,Silty,Cotton,DAP,Yes,East,2.572
730.35,27.39,55.74,Loamy,Sugarcane,None,Yes,West,76.958
924.28,27.075,67.56,Silty,Rice,DAP,Yes,West,6.426
948.27,30.64,58.08,Loamy,Soybean,DAP,Yes,Central,3.475
629.12,26.96,47.38,Loamy,Rice,NPK,No,South,5.86
576.53,27.72,52.9,Peaty,Soybean,DAP,Yes,West,3.198
593.59,32.56,55.31,Unknown,Rice,DAP,No,North,3.77
741.68,32.85,45.79,Sandy,Soybean,Urea,Yes,North,2.395
931.48,28.34,71.16,Clay,Rice,NPK,Yes,South,5.917
841.97,27.52,41.69,Peaty,Rice,NPK,Yes,West,5.306
799.59,30.28,58.6,Peaty,Rice,Compost,Yes,South,4.632
749.47,25.74,68.38,Sandy,Rice,None,Yes,Central,3.833
603.24,25.75,53.03,Peaty,Sugarcane,DAP,No,North,71.137
1197.0,26.69,47.5,Sandy,Wheat,Urea,Yes,East,2.227
686.28,21.91,65.62,Peaty,Maize,NPK,No,North,6.444
753.5,38.81,51.22,Loamy,Cotton,NPK,No,West,2.018
1027.4,25.0,66.8,Sandy,Maize,Urea,Yes,South,5.569
368.56,29.34,50.72,Sandy,Maize,Urea,No,North,4.985
974.28,26.92,59.36,Silty,Soybean,NPK,Yes,East,3.976
849.26,30.44,40.51,Peaty,Wheat,None,Yes,East,2.61
802.03,25.08,59.3,Peaty,Soybean,Compost,Yes,South,3.235
873.94,28.08,63.38,Sandy,Wheat,DAP,Yes,South,3.744
211.54,22.75,31.42,Loamy,Wheat,None,No,North,1.455
629.35,33.07,65.98,Loamy,Rice,NPK,No,West,5.91
582.58,30.31,48.56,Unknown,Sugarcane,Compost,Yes,Central,77.005
841.58,19.92,71.36,Peaty,Rice,NPK,Yes,East,5.838
914.38,27.07,63.62,Silty,Sugarcane,NPK,Yes,South,93.452
641.69,20.05,53.02,Sandy,Soybean,None,No,Central,1.986
751.23,23.0,55.86,Clay,Sugarcane,NPK,Yes,Central,93.529
602.68,31.6,59.93,Silty,Soybean,Compost,Yes,Central,3.316
623.66,14.57,64.7,Clay,Maize,Compost,No,West,4.831
1268.8,32.23,57.6,Silty,Maize,Compost,Yes,South,3.475
1093.47,28.89,57.08,Loamy,Sugarcane,Compost,No,East,80.182
773.09,26.6,68.73,Peaty,Sugarcane,NPK,Yes,South,78.86
735.91,31.39,47.66,Clay,Soybean,None,No,North,2.033
1232.26,40.51,64.82,Silty,Rice,Compost,Yes,East,2.637
989.8,20.35,54.3,Peaty,Soybean,Compost,Yes,South,2.796
882.71,35.47,63.57,Clay,Rice,DAP,No,East,3.715
704.95,31.83,34.39,Sandy,Maize,NPK,No,North,4.615
913.4,23.48,64.15,Silty,Wheat,Compost,No,East,3.32
902.63,29.62,67.34,Sandy,Sugarcane,Urea,Yes,Central,62.821
613.86,21.44,57.54,Loamy,Rice,Compost,No,West,5.533
508.07,24.54,43.51,Sandy,Soybean,Urea,Yes,North,3.048
1078.61,16.47,33.23,Sandy,Maize,Urea,Yes,East,5.062
761.54,20.26,49.81,Silty,Rice,NPK,Yes,North,5.6
1055.23,28.91,66.32,Loamy,Soybean,DAP,No,Central,3.349
654.05,29.35,52.88,Sandy,Sugarcane,DAP,No,West,63.706
488.55,29.3,56.8,Peaty,Sugarcane,Urea,Yes,North,72.699
576.9,30.18,49.77,Clay,Cotton,Urea,Yes,Central,2.34
477.72,27.005000000000003,47.38,Sandy,Wheat,NPK,Yes,Central,3.352
549.09,30.39,63.78,Loamy,Cotton,Compost,Yes,Central,2.753
1035.35,32.37,55.18,Sandy,Maize,NPK,Yes,East,5.611
1058.2,28.23,66.34,Clay,Rice,DAP,No,South,4.13
414.44,24.83,54.56,Loamy,Maize,DAP,No,North,5.934
1018.07,26.27,79.33,Silty,Soybean,DAP,No,South,3.402
570.71,22.82,64.66,Loamy,Sugarcane,NPK,Yes,Central,101.104
788.95,31.26,60.17,Silty,Cotton,Compost,Yes,South,2.342
539.57,18.97,56.47,Loamy,Cotton,None,Yes,Central,2.311
899.78,26.2,68.09,Clay,Cotton,Compost,No,Central,2.196
890.96,29.85,52.69,Clay,Maize,Compost,Yes,West,6.375
540.63,21.9,64.9,Loamy,Sugarcane,NPK,No,West,87.055
778.63,20.01,55.32,Sandy,Rice,None,No,South,3.643
643.39,15.6,58.32,Clay,Soybean,DAP,Yes,North,3.08
1159.2,25.58,66.08,Silty,Rice,Urea,Yes,South,4.232
792.09,21.28,49.79,Silty,Maize,Compost,No,North,6.283
842.24,31.38,53.8,Peaty,Soybean,Compost,No,South,2.888
972.47,19.24,53.07,Silty,Cotton,None,Yes,East,2.058
815.27,29.64,58.06,Peaty,Wheat,Compost,Yes,East,3.525
490.55,20.49,37.56,Loamy,Maize,Urea,Yes,North,6.738
664.49,19.43,45.38,Loamy,Maize,None,No,West,5.109
347.53,20.98,43.4,Loamy,Sugarcane,NPK,Yes,North,82.194
818.25,32.38,55.1,Sandy,Rice,Urea,Yes,South,4.324
733.33,20.99,66.31,Sandy,Maize,None,Yes,Central,4.989
772.0,32.71,63.4,Peaty,Maize,DAP,No,East,5.641
770.36,28.01,54.47,Silty,Cotton,DAP,Yes,Central,2.86
1153.06,24.41,77.58,Silty,Cotton,None,No,East,1.357
985.5,21.74,62.39,Loamy,Soybean,Compost,Yes,South,2.966
925.48,36.52,63.9,Clay,Wheat,Urea,Yes,East,2.844
725.8,24.06,39.39,Sandy,Sugarcane,DAP,Yes,North,66.611
908.12,24.08,50.63,Sandy,Wheat,NPK,Yes,Central,3.267
747.67,34.26,63.33,Loamy,Soybean,Urea,No,Central,3.046
922.36,35.14,63.69,Sandy,Cotton,Compost,Yes,South,1.635
607.04,26.3,66.5,Loamy,Rice,NPK,Yes,Central,7.064
839.0,32.92,70.52,Peaty,Cotton,DAP,Yes,South,2.284
810.83,23.94,51.97,Silty,Sugarcane,NPK,No,West,70.508
827.41,38.23,65.76,Clay,Cotton,NPK,Yes,North,1.973
937.75,20.44,50.89,Silty,Sugarcane,Compost,Yes,East,64.794
974.31,22.43,46.78,Silty,Sugarcane,DAP,Yes,East,83.988
902.91,33.56,60.61,Peaty,Sugarcane,DAP,No,East,66.187
585.38,25.55,57.83,Sandy,Soybean,Compost,Yes,West,2.625
361.3,33.86,49.9,Clay,Sugarcane,NPK,No,North,59.138
764.37,24.67,62.94,Sandy,Sugarcane,DAP,Yes,Central,63.476
509.78,30.3,53.87,Silty,Rice,DAP,Yes,Central,5.652
467.76,23.54,57.51,Loamy,Wheat,DAP,Yes,North,4.256
540.83,26.62,46.66,Silty,Maize,Compost,Yes,North,6.884
802.89,20.6,75.17,Sandy,Wheat,Urea,No,East,3.004
583.92,26.76,58.53,Silty,Sugarcane,NPK,Yes,Central,89.691
381.2,22.61,60.24,Loamy,Rice,DAP,Yes,North,5.489
864.94,37.36,47.34,Peaty,Cotton,NPK,No,Central,1.63
763.7,25.4,51.91,Sandy,Rice,Compost,Yes,North,4.52
781.6,21.01,54.95,Silty,Sugarcane,Compost,Yes,South,73.53
1414.5,27.075,59.0,Sandy,Rice,Urea,No,East,2.057
409.89,20.96,61.11,Peaty,Rice,NPK,Yes,North,5.165
586.51,31.38,52.18,Silty,Sugarcane,Urea,No,West,77.283
623.94,24.21,40.4,Silty,Soybean,Urea,Yes,North,3.588
988.09,26.81,55.79,Sandy,Rice,Compost,Yes,South,3.93
602.15,26.05,43.06,Sandy,Maize,NPK,Yes,West,6.378
814.14,25.73,62.24,Loamy,Maize,Urea,No,West,7.559
559.76,27.31,59.45,Peaty,Rice,Urea,Yes,North,4.747
898.85,23.68,63.16,Loamy,Soybean,NPK,Yes,South,4.657
627.48,21.54,60.39,Silty,Cotton,NPK,No,West,2.568
908.42,27.19,75.75,Sandy,Sugarcane,Urea,Yes,East,62.649
843.96,25.01,60.05,Silty,Maize,Compost,No,East,6.407
579.93,20.61,48.02,Unknown,Cotton,DAP,Yes,Central,2.416
781.68,30.07,72.67,Clay,Rice,Compost,Yes,Central,4.428
900.11,26.92,56.4,Clay,Cotton,NPK,Yes,South,2.669
613.37,21.57,53.11,Silty,Wheat,Urea,Yes,West,3.902
914.35,25.81,58.86,Sandy,Maize,NPK,No,East,5.966
917.59,26.28,63.67,Silty,Rice,Compost,No,East,4.514
893.23,21.85,42.93,Clay,Sugarcane,Compost,No,South,65.002
631.38,42.81,52.83,Sandy,Soybean,NPK,No,West,1.646
899.84,26.96,60.36,Silty,Rice,None,Yes,South,4.466
483.31,25.9,36.19,Peaty,Sugarcane,Urea,No,North,53.578
899.38,39.18,44.36,Peaty,Soybean,Urea,No,East,2.229
904.26,29.28,51.42,Silty,Soybean,Urea,Yes,South,3.36
997.47,33.04,54.03,Sandy,Rice,None,Yes,South,3.679
473.71,27.47,49.82,Silty,Cotton,NPK,No,North,2.227
341.9,27.32,53.87,Silty,Cotton,Compost,Yes,Central,1.983
794.88,22.72,65.29,Clay,Soybean,Urea,No,East,3.091
1061.14,30.34,58.18,Unknown,Cotton,NPK,Yes,South,2.311
1149.06,36.24,60.09,Clay,Wheat,NPK,Yes,East,2.753
797.01,34.89,63.97,Clay,Soybean,NPK,Yes,Central,3.27
976.9,20.95,44.32,Silty,Soybean,DAP,Yes,South,3.551
702.66,36.3,68.24,Clay,Sugarcane,Urea,Yes,North,68.553
948.53,22.86,46.79,Peaty,Cotton,Compost,Yes,East,1.803
570.84,22.3,59.58,Clay,Soybean,NPK,Yes,North,3.904
584.24,22.57,58.44,Peaty,Wheat,Urea,No,Central,2.889
673.7,25.04,66.0,Clay,Sugarcane,Compost,Yes,Central,82.551
1284.44,17.34,59.97,Peaty,Rice,DAP,No,East,3.333
576.01,27.26,51.86,Clay,Soybean,NPK,Yes,Central,3.773
475.23,25.7,40.29,Clay,Wheat,Compost,No,West,2.581
970.95,27.21,58.93,Sandy,Maize,Urea,No,East,4.656
647.8399999999999,24.52,50.98,Peaty,Wheat,Compost,Yes,West,3.259
739.9,19.04,67.23,Peaty,Wheat,DAP,No,Central,3.268
1118.93,25.7,66.68,Peaty,Sugarcane,Urea,Yes,East,67.174
593.82,33.1,51.61,Loamy,Rice,NPK,Yes,West,5.916
1016.02,21.95,59.95,Unknown,Maize,Urea,No,Central,5.399
1084.6,22.61,58.02,Peaty,Cotton,DAP,Yes,South,2.032
785.47,29.27,53.8,Loamy,Cotton,Urea,Yes,South,2.894
538.14,26.975,51.42,Sandy,Wheat,Urea,Yes,North,2.666
979.26,28.13,75.1,Peaty,Sugarcane,DAP,No,South,65.897
525.66,29.22,53.73,Peaty,Sugarcane,Urea,No,West,60.643
590.3,24.18,43.52,Loamy,Cotton,Compost,Yes,South,2.643
